link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference_at_20_minutes,turret_difference_at_20_minutes,dragon_difference_at_20_minutes,KDA_blue,KDA_red,Blue_Heralds_killed,Red_Heralds_killed,Team_Win,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red
/match/eune/3359240553,Illaoi,Zeri,Kayn,Karthus,Fizz,Pantheon,Jinx,Darius,Seraphine,Rakan,-3693.0,-1.0,0.0,39 / 31 / 66,31 / 39 / 38,1,1,blue,1.4,1.67,4.67,2.5,1.75,2.75,2.0,1.0,2.33,4.5
/match/eune/3359239294,Pantheon,Gragas,Udyr,Nidalee,Ahri,Zed,Kai'Sa,Sivir,Thresh,Poppy,2742.0,-1.0,2.0,41 / 21 / 77,21 / 41 / 25,2,0,blue,1.0,2.33,6.0,1.75,11.0,0.29,1.33,3.0,5.5,2.0
/match/eune/3359238376,Poppy,Rumble,Evelynn,Rek'Sai,Pantheon,Akshan,Jinx,Irelia,Thresh,Sejuani,-2823.0,1.0,-2.0,34 / 47 / 55,47 / 35 / 73,1,0,red,0.8,1.2,6.5,10.0,1.4,1.75,1.2,1.17,2.0,3.0
/match/eune/3359226897,Gnar,Ornn,Nocturne,Skarner,Kassadin,Ahri,Kog'Maw,Tristana,Yuumi,Annie,4726.0,2.0,0.0,52 / 31 / 91,31 / 52 / 68,1,0,blue,6.0,1.0,4.0,2.0,12.0,0.43,2.4,2.0,6.5,1.0
/match/eune/3359219790,Sion,Irelia,Kayn,Hecarim,Yasuo,Galio,Jinx,Kai'Sa,Lulu,Nami,-6463.0,-1.0,0.0,17 / 34 / 16,34 / 17 / 51,1,1,red,2.0,0.75,1.0,4.0,1.6,2.2,0.25,15.0,0.57,15.0
/match/eune/3359222259,Riven,Mordekaiser,Hecarim,Jarvan IV,Lux,Gangplank,Xayah,Seraphine,Lulu,Senna,-5336.0,1.0,1.0,27 / 38 / 47,38 / 27 / 61,0,1,red,0.25,3.0,2.33,4.5,1.0,8.0,2.0,4.5,3.0,1.33
/match/eune/3359209623,Shaco,Sion,Nasus,Udyr,Orianna,Neeko,Karthus,Sivir,Blitzcrank,Seraphine,5810.0,1.0,0.0,57 / 20 / 95,20 / 57 / 16,0,1,blue,17.0,0.8,0.67,2.0,6.5,0.2,9.5,0.33,4.0,0.67
/match/eune/3359208453,Trundle,Irelia,Vex,Kennen,Dr. Mundo,Volibear,Ezreal,Xayah,Renata Glasc,Janna,160.0,-1.0,1.0,32 / 21 / 41,21 / 32 / 23,1,1,blue,6.0,3.5,1.67,0.33,0.6,2.67,2.33,3.5,2.0,2.67
/match/eune/3359211113,Sett,Singed,Nunu & Willump,Warwick,Tristana,Zed,Ashe,Zeri,Milio,Lulu,-2556.0,2.0,-1.0,38 / 49 / 60,49 / 39 / 80,0,2,red,1.0,1.75,3.5,1.14,1.75,2.67,3.0,4.33,2.5,5.0
/match/eune/3359199430,Illaoi,Sion,Taliyah,Graves,Vladimir,Orianna,Xayah,Vayne,Rell,Pyke,326.0,2.0,-2.0,43 / 43 / 58,43 / 43 / 51,1,1,red,1.5,1.0,5.0,4.5,3.0,1.0,1.6,1.29,1.4,4.5
/match/eune/3359188756,Olaf,Vayne,Lillia,Shyvana,Vladimir,Yasuo,Tristana,Varus,Karma,Alistar,-1441.0,1.0,-3.0,16 / 31 / 22,31 / 16 / 53,2,0,red,2.0,1.0,1.5,2.5,0.75,8.0,1.33,3.5,2.0,4.0
/match/eune/3359182981,Poppy,Maokai,Diana,Hecarim,Rumble,Azir,Samira,Jinx,Thresh,Lulu,8126.0,3.0,2.0,26 / 17 / 37,17 / 26 / 30,2,0,blue,1.0,1.33,4.0,1.0,7.0,1.5,1.25,2.0,9.0,0.75
/match/eune/3359191312,Kayn,K'Sante,Hecarim,Kha'Zix,Ahri,Qiyana,Veigar,Aphelios,Poppy,Renata Glasc,-733.0,0.0,1.0,35 / 32 / 35,32 / 35 / 36,0,2,blue,0.5,4.0,1.6,6.0,2.0,1.0,1.2,2.25,1.0,4.5
/match/eune/3359188254,Yasuo,Riven,Gragas,Lee Sin,Galio,Ahri,Aphelios,Jinx,Lulu,Soraka,-1974.0,0.0,-1.0,18 / 35 / 20,35 / 18 / 41,0,1,red,1.0,1.75,2.67,2.0,1.33,2.0,1.0,2.5,2.5,8.0
/match/eune/3359188097,Sion,Aatrox,Fizz,Master Yi,Orianna,Yasuo,Ashe,Veigar,Soraka,Leona,-4189.0,-2.0,2.0,28 / 40 / 54,40 / 28 / 44,1,1,red,0.67,8.0,1.57,2.17,3.25,2.0,2.75,1.75,1.67,5.5
/match/eune/3359181513,Graves,Kayn,Zilean,Milio,Irelia,Akali,Dr. Mundo,Kennen,Karthus,Kai'Sa,3295.0,3.0,2.0,32 / 32 / 33,32 / 32 / 34,0,0,blue,1.67,2.6,2.75,2.8,1.33,2.25,1.5,0.5,1.44,3.5
/match/eune/3359178321,Ornn,Olaf,Nunu & Willump,Sylas,Seraphine,Lucian,Kai'Sa,Ezreal,Senna,Janna,245.0,0.0,2.0,30 / 25 / 63,24 / 30 / 27,1,1,blue,0.33,3.5,14.0,1.33,3.0,0.2,3.0,0.67,4.33,3.0
/match/eune/3359166931,Mordekaiser,Ornn,Volibear,Graves,Jayce,Ahri,Jinx,Kai'Sa,Milio,Thresh,-6637.0,-3.0,-1.0,13 / 35 / 12,35 / 13 / 61,0,2,red,0.6,2.67,0.5,16.0,0.4,7.0,0.4,9.0,1.0,16.0
/match/eune/3359171576,Irelia,Ornn,Kayn,Rengar,Sylas,Thresh,Tristana,Nilah,Xerath,Mordekaiser,2651.0,1.0,-2.0,28 / 33 / 39,33 / 28 / 41,2,0,red,4.0,0.0,2.33,3.33,0.71,1.5,2.0,5.0,1.33,3.0
/match/eune/3359169449,Cassiopeia,Jarvan IV,Fiora,Pantheon,Samira,Kai'Sa,Hecarim,Sylas,Karma,Dr. Mundo,-734.0,-2.0,-2.0,31 / 42 / 32,41 / 31 / 51,1,1,red,1.5,2.0,0.5,2.0,2.0,1.33,2.67,5.0,3.6,1.5
/match/eune/3359162933,Illaoi,Malphite,Zed,Udyr,Kassadin,Sylas,Kai'Sa,Twitch,Zilean,Thresh,1220.0,0.0,-2.0,28 / 41 / 42,41 / 28 / 62,0,2,red,0.5,4.0,2.5,3.33,1.5,2.0,5.67,1.0,4.5,2.75
/match/eune/3359161881,Yone,Cassiopeia,Poppy,Rengar,Orianna,Lux,Veigar,Xayah,Pyke,Lulu,-5164.0,-1.0,0.0,26 / 48 / 21,47 / 26 / 47,1,0,red,0.5,1.25,2.25,6.5,1.17,2.0,0.67,3.0,0.8,3.67
/match/eune/3359164280,Zed,Gnar,Ekko,Kayn,Kayle,Vladimir,Ezreal,Xayah,Soraka,Yuumi,-4546.0,-3.0,-2.0,24 / 39 / 41,39 / 24 / 59,2,0,red,2.0,1.67,2.0,5.5,1.0,1.0,1.0,4.5,1.0,5.5
/match/eune/3359159552,Malphite,Riven,Kha'Zix,Lillia,Zoe,Kassadin,Jinx,Twitch,Pyke,Nautilus,6588.0,0.0,1.0,43 / 27 / 57,27 / 43 / 26,1,1,blue,5.5,0.8,4.33,0.5,4.67,1.5,2.0,1.33,1.83,1.5
/match/eune/3359158455,Darius,Fiora,Shyvana,Ekko,Viego,Zed,Jhin,Jinx,Xerath,Morgana,-935.0,0.0,2.0,36 / 35 / 28,35 / 36 / 33,2,0,blue,0.5,2.0,3.0,5.0,1.0,4.0,2.0,2.0,1.0,1.67
/match/eune/3359153549,Sett,Shen,Vi,Evelynn,Viktor,Orianna,Ezreal,Jinx,Senna,Amumu,245.0,2.0,2.0,30 / 28 / 49,28 / 30 / 42,1,0,blue,1.67,1.8,2.0,4.25,0.71,9.0,0.5,6.0,1.0,9.0
/match/eune/3359139986,Shen,Zac,Rengar,Jinx,Vladimir,Zoe,Kai'Sa,Evelynn,Lulu,Blitzcrank,-7500.0,-4.0,-2.0,29 / 46 / 42,46 / 29 / 65,0,1,red,1.6,2.0,1.0,14.0,2.5,1.0,0.88,11.5,0.56,7.0
/match/eune/3359151209,Shen,Yone,Udyr,Jarvan IV,Corki,Katarina,Kai'Sa,Ezreal,Pyke,Soraka,3906.0,2.0,-1.0,44 / 34 / 76,34 / 44 / 58,2,0,blue,5.0,1.0,1.2,6.0,1.33,3.0,3.25,2.2,1.6,2.0
/match/eune/3359146335,Camille,Riven,Lillia,Jarvan IV,Malzahar,Galio,Ezreal,Jinx,Senna,Milio,5261.0,2.0,2.0,36 / 19 / 60,19 / 37 / 33,1,1,blue,4.0,0.62,12.0,2.0,2.5,0.6,2.33,2.0,2.33,7.0
/match/eune/3359136972,Cho'Gath,Aatrox,Sylas,Mordekaiser,Vladimir,Malzahar,Twitch,Cassiopeia,Bard,Amumu,-1297.0,0.0,0.0,40 / 51 / 61,50 / 40 / 61,1,1,red,0.5,3.0,2.14,1.83,4.67,1.33,3.0,1.8,13.0,2.0
/match/eune/3359140511,Mordekaiser,Jax,Rengar,Elise,Yone,Ahri,Zeri,Jinx,Lulu,Thresh,-1092.0,-1.0,-1.0,16 / 32 / 21,32 / 16 / 65,0,2,red,2.5,0.75,1.0,16.0,0.6,3.5,1.5,9.0,0.6,3.67
/match/eune/3359138337,Mordekaiser,Illaoi,Rammus,Karthus,Zed,Kai'Sa,Jhin,Varus,Senna,Pyke,-788.0,0.0,0.0,37 / 24 / 46,24 / 37 / 26,1,0,blue,0.67,3.0,12.0,1.0,6.0,0.0,2.67,4.33,1.43,2.2
/match/eune/3359134717,Darius,Pantheon,Amumu,Jarvan IV,Lux,Katarina,Draven,Varus,Janna,Ashe,-3237.0,-2.0,-1.0,41 / 39 / 66,39 / 41 / 63,0,2,blue,3.0,1.0,2.25,3.0,1.4,2.75,0.9,3.25,1.33,5.33
/match/eune/3359139283,Malphite,Ornn,Rengar,Kha'Zix,Aurelion Sol,Veigar,Vayne,Caitlyn,Sona,Bard,2052.0,-1.0,-1.0,42 / 26 / 66,26 / 42 / 39,0,2,blue,1.5,4.0,9.0,2.5,1.0,1.0,1.33,1.67,3.75,2.75
/match/eune/3359134125,Irelia,Sett,Lissandra,Viego,Nocturne,Vladimir,Kai'Sa,Aphelios,Zoe,Janna,-1279.0,-1.0,-3.0,27 / 38 / 39,38 / 27 / 48,0,2,red,0.75,1.5,0.0,1.5,4.0,2.67,5.0,2.5,1.8,1.5
/match/eune/3359135111,Yasuo,Irelia,Rek'Sai,Kayn,Vel'Koz,LeBlanc,Ashe,Ezreal,Milio,Karma,950.0,3.0,2.0,37 / 24 / 56,24 / 38 / 26,1,1,blue,0.43,2.5,3.67,4.5,1.0,1.25,6.5,1.25,7.0,1.0
/match/eune/3359121944,Sejuani,Darius,Lillia,Master Yi,Sylas,Ahri,Zeri,Kai'Sa,Pyke,Blitzcrank,-1302.0,-2.0,-2.0,36 / 41 / 54,41 / 37 / 70,0,1,red,2.0,1.33,5.0,2.0,2.67,1.0,0.25,5.5,0.75,11.0
/match/eune/3359114985,Darius,Nasus,Talon,Udyr,Annie,Vladimir,Ezreal,Twitch,Yuumi,Senna,-7078.0,-3.0,-1.0,20 / 35 / 24,34 / 20 / 39,0,2,red,1.2,0.5,1.5,3.33,0.67,2.0,2.0,3.0,6.0,4.5
/match/eune/3359114046,Sion,Ornn,Sylas,Fiddlesticks,Irelia,Ezreal,Caitlyn,Twitch,Milio,Lulu,-560.0,-1.0,-1.0,24 / 24 / 45,24 / 24 / 42,1,1,red,1.5,1.5,7.0,5.0,0.5,5.0,3.0,2.0,4.0,3.0
/match/eune/3359122349,Malphite,Darius,Jarvan IV,Nunu & Willump,Miss Fortune,Zed,Varus,Aphelios,Bard,Fiddlesticks,8351.0,4.0,0.0,36 / 22 / 39,22 / 36 / 27,1,1,blue,6.0,0.0,12.0,1.33,1.8,1.43,1.5,1.2,3.67,2.67
/match/eune/3359116094,Illaoi,Mordekaiser,Xin Zhao,Hecarim,Corki,Malzahar,Miss Fortune,Draven,Janna,Zilean,-988.0,1.0,2.0,28 / 40 / 36,40 / 28 / 54,0,2,red,0.62,4.5,2.5,1.6,4.5,1.33,1.67,1.5,11.0,2.67
/match/eune/3359102059,Riven,Darius,Rengar,Jarvan IV,Kassadin,Orianna,Caitlyn,Xayah,Nami,Zyra,-7842.0,-4.0,-2.0,16 / 27 / 19,27 / 16 / 28,0,2,red,1.0,1.5,1.6,5.0,4.0,1.25,0.75,4.5,1.2,7.0
/match/eune/3359107406,Olaf,Riven,Kha'Zix,Lee Sin,Galio,Zoe,Jinx,Swain,Milio,Bard,-9405.0,-4.0,-2.0,22 / 43 / 41,43 / 22 / 66,1,1,red,0.5,3.5,1.12,8.0,1.33,2.4,1.17,17.0,1.0,5.0
/match/eune/3359098686,Sion,Fiora,Nidalee,Hecarim,Aurelion Sol,Taliyah,Sivir,Jinx,Yuumi,Lulu,4951.0,2.0,0.0,32 / 16 / 52,16 / 32 / 19,1,1,blue,7.0,1.0,11.0,1.75,0.67,4.0,4.0,0.4,3.5,2.0
/match/eune/3359097347,Ekko,Nasus,Gragas,Hecarim,Galio,Katarina,Jinx,Miss Fortune,Janna,Soraka,3876.0,1.0,2.0,21 / 26 / 36,26 / 21 / 47,1,1,red,12.0,1.33,4.0,1.5,5.0,0.33,4.0,1.0,7.0,0.33
/match/eune/3359091204,Illaoi,Cho'Gath,Shaco,Master Yi,Zed,Katarina,Kai'Sa,Ezreal,Rakan,Sona,3426.0,2.0,2.0,28 / 17 / 41,17 / 28 / 21,2,0,blue,1.5,0.5,3.0,2.5,2.0,0.86,6.0,1.0,2.5,4.0
/match/eune/3359082813,Gwen,Yone,Bel'Veth,Sylas,Ryze,Shaco,Sivir,Xayah,Rell,Morgana,6777.0,3.0,0.0,34 / 21 / 46,21 / 34 / 30,1,1,blue,0.33,2.0,3.5,1.2,4.0,0.75,12.0,0.4,14.0,0.25
/match/eune/3359081601,Singed,Darius,Kayn,Udyr,Yasuo,Galio,Ezreal,Kai'Sa,Bard,Rakan,-4316.0,0.0,-2.0,34 / 56 / 47,55 / 35 / 91,0,2,red,1.0,4.0,0.62,8.5,0.83,5.33,1.86,0.83,3.0,2.83
/match/eune/3359080253,Shen,Cho'Gath,Rengar,Kayn,Zed,Orianna,Vayne,Miss Fortune,Yuumi,Heimerdinger,-4132.0,-3.0,0.0,21 / 23 / 27,23 / 21 / 35,0,2,red,1.5,4.0,8.0,1.0,4.0,0.67,6.0,1.0,5.0,0.5
/match/eune/3359078311,Gnar,Malphite,Kha'Zix,Volibear,Vex,Aurelion Sol,Jinx,Xayah,Fiddlesticks,Pyke,5121.0,4.0,1.0,33 / 20 / 57,20 / 33 / 23,1,1,blue,6.0,1.33,2.0,0.67,6.0,1.75,5.5,1.33,3.0,0.5
/match/eune/3359069966,Darius,Gwen,Kha'Zix,Hecarim,Yone,Cassiopeia,Ezreal,Xayah,Senna,Nidalee,1161.0,2.0,-1.0,39 / 20 / 46,19 / 39 / 11,1,1,blue,1.0,1.0,2.0,3.5,2.0,1.0,3.0,4.0,1.0,1.33
/match/eune/3359066959,Riven,Poppy,Lee Sin,Trundle,Katarina,Cho'Gath,Draven,Kai'Sa,Brand,Alistar,-2743.0,-5.0,1.0,22 / 41 / 40,41 / 22 / 58,0,2,red,0.75,3.5,1.6,3.33,0.8,12.0,1.75,2.2,1.14,5.0
/match/eune/3359063630,Sion,Shen,Diana,Skarner,Orianna,Swain,Samira,Draven,Lulu,Pyke,-5346.0,1.0,-1.0,20 / 47 / 22,47 / 20 / 73,0,2,red,1.5,2.5,2.0,11.0,1.75,2.33,1.67,1.17,1.4,3.75
/match/eune/3359066176,Tryndamere,Sion,Hecarim,Volibear,Kai'Sa,Cassiopeia,Irelia,Yasuo,Yuumi,Milio,-3827.0,-2.0,-2.0,22 / 39 / 35,39 / 22 / 69,1,1,red,2.0,3.0,1.0,5.0,0.43,13.0,0.71,3.33,4.5,6.0
/match/eune/3359053921,Zed,Malphite,Lillia,Kindred,Mordekaiser,Twisted Fate,Jinx,Twitch,Zilean,Rell,-951.0,-1.0,-1.0,28 / 36 / 47,36 / 28 / 57,0,2,red,1.0,4.5,2.67,1.0,6.0,0.67,0.67,4.67,2.0,3.5
/match/eune/3359049905,Urgot,Malphite,Lux,Master Yi,Syndra,Ekko,Jinx,Kai'Sa,Wukong,Lulu,-2366.0,-2.0,-2.0,17 / 30 / 18,29 / 17 / 32,0,2,red,0.0,3.0,2.5,2.5,0.5,3.0,1.25,1.0,1.5,8.0
/match/eune/3359055403,Lucian,Gnar,Kayn,Katarina,Aurelion Sol,Vi,Darius,Xayah,Rakan,Soraka,-1970.0,-2.0,1.0,17 / 31 / 32,31 / 17 / 48,1,1,red,1.2,2.33,2.5,2.67,9.0,11.0,1.33,0.33,4.0,1.5
/match/eune/3359047981,Sett,Pantheon,Jarvan IV,Kha'Zix,Azir,LeBlanc,Varus,Jinx,Lulu,Braum,4918.0,1.0,3.0,26 / 16 / 48,16 / 26 / 18,1,1,blue,1.67,1.0,11.0,2.5,2.5,6.0,3.5,0.5,4.5,0.75
/match/eune/3359043954,Mordekaiser,Kled,Jarvan IV,Warwick,Ekko,Cassiopeia,Kai'Sa,Miss Fortune,Alistar,Rell,-1226.0,0.0,2.0,29 / 40 / 51,40 / 29 / 77,1,1,red,0.88,3.25,3.0,1.62,4.33,6.5,3.33,2.0,5.0,2.25
/match/eune/3359050078,Nasus,Kha'Zix,Master Yi,Gragas,Lissandra,Qiyana,Jinx,Nilah,Rakan,Jarvan IV,-6045.0,-3.0,-3.0,42 / 50 / 79,50 / 43 / 74,1,1,blue,0.83,1.75,1.83,6.0,0.8,2.2,1.0,5.0,0.71,5.67
/match/eune/3359040327,Aatrox,Zed,Kindred,Hecarim,Katarina,Kayle,Jinx,Lucian,Thresh,Nami,3712.0,3.0,0.0,41 / 38 / 38,38 / 41 / 49,1,1,blue,4.0,0.5,6.0,2.0,2.5,0.38,0.33,4.0,2.6,4.67
/match/eune/3359030320,Malphite,Darius,Kha'Zix,Karthus,Kassadin,Tryndamere,Caitlyn,Jinx,Karma,Milio,-1333.0,-2.0,-2.0,32 / 30 / 51,30 / 32 / 67,0,2,blue,0.5,1.5,9.0,2.33,3.0,5.0,0.33,3.5,1.25,2.67
/match/eune/3359025423,Nasus,Dr. Mundo,Lee Sin,Amumu,Malphite,Katarina,Twitch,Xayah,Lulu,Renata Glasc,-7211.0,-4.0,-3.0,21 / 24 / 32,24 / 22 / 42,0,2,red,7.0,1.0,1.25,3.0,0.6,9.0,2.0,2.67,2.33,2.25
/match/eune/3359026078,Nasus,Sejuani,Zac,Lillia,Vladimir,Sylas,Jinx,Twitch,Thresh,Lulu,3621.0,-2.0,0.0,39 / 21 / 67,21 / 39 / 30,0,1,blue,1.0,3.0,15.0,1.67,11.0,0.29,1.67,1.0,8.5,1.75
/match/eune/3359015722,Tahm Kench,Gwen,Elise,Kayn,Jinx,Yone,Katarina,Xayah,Milio,Rakan,3378.0,-1.0,2.0,18 / 22 / 20,22 / 19 / 43,2,0,red,0.5,2.0,10.0,0.5,5.0,1.0,7.0,0.0,7.0,0.75
/match/eune/3359014183,Malphite,Darius,Rengar,Ekko,Kassadin,Yone,Draven,Jinx,Lulu,Thresh,184.0,2.0,1.0,34 / 31 / 42,31 / 34 / 38,1,1,blue,0.75,1.25,2.0,3.5,1.0,2.25,1.75,4.25,3.5,2.5
/match/eune/3359010330,Illaoi,Kayle,Sejuani,Kayn,Veigar,Kai'Sa,Seraphine,Lissandra,Rakan,Milio,-3068.0,0.0,-2.0,18 / 35 / 25,35 / 18 / 44,1,0,red,1.14,2.0,1.0,4.67,0.8,6.0,1.0,6.0,1.67,5.0
/match/eune/3359003532,Darius,Kayn,Gragas,Diana,Annie,Nasus,Draven,Samira,Nautilus,Milio,-2569.0,-2.0,0.0,30 / 30 / 54,30 / 30 / 48,0,2,blue,2.0,2.0,2.5,4.0,0.38,7.0,4.0,3.0,1.25,8.0
/match/eune/3358988989,Poppy,Illaoi,Fiddlesticks,Kayn,Irelia,Fizz,Seraphine,Kog'Maw,Bard,Janna,2575.0,1.0,2.0,48 / 21 / 73,21 / 48 / 27,1,1,blue,5.0,0.25,11.0,0.78,2.4,0.83,2.0,7.0,1.67,3.5
/match/eune/3358993755,Rengar,Riven,Jarvan IV,Sejuani,Lissandra,LeBlanc,Varus,Jinx,Lux,Milio,-8353.0,-4.0,-2.0,29 / 55 / 37,55 / 29 / 55,1,1,red,0.5,3.67,1.17,3.67,3.0,8.0,0.5,2.6,3.0,5.0
/match/eune/3358983041,Aatrox,Shen,Warwick,Bel'Veth,Ahri,Annie,Xayah,Kai'Sa,Rakan,Milio,-6004.0,-3.0,-1.0,27 / 44 / 34,44 / 28 / 68,0,2,red,2.33,0.8,1.33,6.0,2.0,2.67,0.89,6.0,1.12,6.33
/match/eune/3358982722,Ornn,Aurelion Sol,Seraphine,Fiora,Diana,Maokai,Irelia,Thresh,Syndra,Kai'Sa,-7555.0,-2.0,-3.0,16 / 41 / 29,40 / 16 / 69,0,2,red,1.0,8.0,1.67,4.0,1.33,7.0,0.86,1.5,1.5,8.0
/match/eune/3358983571,Shen,Dr. Mundo,Kayn,Zed,Vladimir,Katarina,Karthus,Seraphine,Nautilus,Blitzcrank,2131.0,1.0,1.0,37 / 27 / 78,26 / 38 / 56,2,0,blue,3.5,2.33,2.67,2.67,3.0,2.67,1.33,5.5,1.25,10.0
/match/eune/3358979781,Lee Sin,Kha'Zix,Ezreal,Ashe,Pyke,Teemo,Cho'Gath,Blitzcrank,Annie,Twisted Fate,-1809.0,0.0,-1.0,32 / 51 / 40,51 / 32 / 56,1,0,red,2.8,4.0,1.57,6.5,1.25,1.71,3.0,1.0,1.75,2.0
/match/eune/3358970043,Tristana,Orianna,Rengar,Gragas,Janna,Kha'Zix,Xayah,Ezreal,Karma,Yuumi,3942.0,2.0,3.0,23 / 12 / 41,12 / 23 / 20,0,1,blue,5.0,1.0,2.33,1.0,8.0,6.0,1.0,1.25,8.0,2.0
/match/eune/3358974321,Gragas,Ornn,Lucian,Draven,Teemo,Vex,Nami,Viego,Tryndamere,Thresh,3370.0,2.0,0.0,40 / 37 / 54,37 / 40 / 51,0,1,blue,3.0,1.8,6.5,1.25,0.4,2.0,2.75,1.6,2.0,3.67
/match/eune/3358967837,Gnar,Jax,Jarvan IV,Bel'Veth,Lux,Annie,Jhin,Lucian,Rakan,Pyke,-5222.0,-2.0,-2.0,38 / 48 / 51,48 / 38 / 54,1,1,red,1.0,6.0,3.4,2.0,2.83,1.86,1.62,1.71,1.36,4.0
/match/eune/3358975190,Yasuo,Jinx,Karthus,Ekko,Aurelion Sol,Garen,Varus,Qiyana,Blitzcrank,Milio,5772.0,1.0,0.0,42 / 28 / 71,28 / 42 / 34,0,1,blue,1.33,4.0,8.5,0.86,2.5,1.17,3.33,0.75,3.0,9.0
/match/eune/3358964064,K'Sante,Jax,Sejuani,Jarvan IV,LeBlanc,Yasuo,Samira,Veigar,Swain,Alistar,-4106.0,-3.0,-2.0,36 / 46 / 81,46 / 36 / 99,0,2,red,2.33,0.25,2.8,21.0,2.75,2.67,2.0,2.75,2.4,3.0
/match/eune/3358961690,Malphite,Sion,Fizz,Shaco,Diana,Lissandra,Lucian,Jinx,Thresh,Janna,5823.0,0.0,-1.0,53 / 29 / 103,29 / 53 / 53,0,1,blue,12.0,1.25,1.67,1.25,5.67,3.33,16.0,0.88,10.5,0.62
/match/eune/3358955822,Sett,Vladimir,Wukong,Sejuani,Lux,Riven,Kai'Sa,Caitlyn,Thresh,Renata Glasc,-8117.0,-6.0,-2.0,17 / 21 / 28,21 / 17 / 20,0,1,red,0.67,5.0,3.5,4.0,1.33,1.67,3.5,5.0,1.25,2.0
/match/eune/3358958551,Lillia,Illaoi,Sett,Draven,Ziggs,Aurelion Sol,Zed,Volibear,Rakan,Leona,-10368.0,-4.0,0.0,26 / 45 / 56,45 / 26 / 54,0,2,red,1.6,3.5,1.0,3.0,1.25,3.2,2.33,3.5,2.0,5.0
/match/eune/3358959358,Mordekaiser,Jinx,Rengar,Poppy,Vladimir,Veigar,Draven,Tahm Kench,Nami,Thresh,11264.0,3.0,0.0,43 / 35 / 48,35 / 43 / 45,2,0,blue,5.0,0.5,12.0,0.71,2.0,0.8,2.67,1.44,1.57,4.0
/match/eune/3358954403,Poppy,Ornn,Master Yi,Hecarim,Xayah,Akali,Kennen,Aphelios,Rakan,Lulu,1329.0,1.0,-1.0,15 / 32 / 22,32 / 16 / 49,2,0,red,1.0,1.0,2.0,1.6,0.67,3.0,1.5,1.67,1.5,6.0
/match/eune/3358951429,Aatrox,Kled,Kha'Zix,Gragas,Annie,Qiyana,Jinx,Zeri,Milio,Thresh,2209.0,0.0,1.0,37 / 27 / 57,27 / 37 / 21,2,0,blue,6.0,0.17,1.43,1.2,1.67,3.75,6.0,3.5,2.75,1.2
/match/eune/3358949259,Nasus,Olaf,Talon,Kindred,Veigar,Cho'Gath,Xayah,Cassiopeia,Yuumi,Senna,132.0,1.0,-3.0,23 / 33 / 37,33 / 23 / 60,2,0,red,7.0,0.17,3.0,3.0,1.0,4.0,1.0,4.0,4.0,3.5
/match/eune/3358944565,Jayce,Zed,Nocturne,Karthus,Fizz,Cho'Gath,Ezreal,Caitlyn,Janna,Annie,4078.0,-1.0,2.0,31 / 16 / 36,16 / 31 / 12,0,1,blue,1.0,2.0,11.0,1.5,1.0,1.0,0.5,1.0,4.0,0.0
/match/eune/3358943536,Gangplank,Aatrox,Evelynn,Diana,Senna,Zed,Kai'Sa,Jhin,Ahri,Morgana,2533.0,2.0,-2.0,31 / 44 / 23,44 / 32 / 53,1,0,red,0.5,1.0,2.0,8.0,1.33,3.5,0.75,4.0,4.0,1.0
/match/eune/3358939492,Mordekaiser,Ornn,Lillia,Diana,Veigar,Irelia,Xayah,Kai'Sa,Rakan,Blitzcrank,-4141.0,-3.0,1.0,24 / 40 / 30,40 / 25 / 45,1,1,red,1.25,1.5,1.8,4.67,0.8,6.5,1.6,1.25,2.0,1.2
/match/eune/3358933830,Cho'Gath,Darius,Kayn,Skarner,Katarina,Kassadin,Ezreal,Kai'Sa,Thresh,Senna,-3677.0,-2.0,-3.0,29 / 37 / 50,37 / 29 / 58,1,1,red,1.5,1.0,3.0,2.25,2.2,2.5,1.33,1.67,4.0,2.67
/match/eune/3358935398,Kayn,Ornn,Jarvan IV,Rek'Sai,Zed,LeBlanc,Miss Fortune,Draven,Swain,Zilean,5489.0,4.0,2.0,29 / 28 / 41,28 / 29 / 57,2,0,blue,1.75,7.0,4.0,2.25,0.67,1.0,7.0,1.0,3.0,1.17
/match/eune/3358923886,Jax,Shen,Poppy,Master Yi,Ahri,Quinn,Xayah,Karthus,Lulu,Morgana,-3873.0,-2.0,1.0,30 / 41 / 46,40 / 30 / 70,0,1,red,3.33,1.0,1.33,3.0,2.5,4.0,1.2,2.75,1.2,5.0
/match/eune/3358931365,Yone,Warwick,Rengar,Fiddlesticks,Annie,Anivia,Jhin,Jinx,Xerath,Lulu,-201.0,-1.0,2.0,37 / 30 / 58,30 / 37 / 33,2,0,blue,2.33,2.2,1.75,1.5,1.5,4.0,1.2,2.67,2.33,3.0
/match/eune/3358916012,Fiora,Akshan,Kha'Zix,Vi,Fizz,Zed,Jinx,Kai'Sa,Lulu,Heimerdinger,-7800.0,-4.0,0.0,34 / 39 / 43,39 / 35 / 38,1,1,red,8.0,0.8,0.6,2.67,0.67,2.0,0.83,4.5,3.0,4.0
